Site.Reference,Sample.No,MNS,Small.shells.still.to.be.identified,Cetithium.Species,Chicoreus.ramosus...Linnaeus.1758.,Chicoreus.Species,Conus.ardisiaceus........Kiener.1845.,Conus.arenatus.aequipunctatus..............Hwass.1792.,Conus.erythraeensis........Reeve.1843.,Conus.textile..Linnaeus.1758.,Conus.Species,Cyprea.clandestina..Linnaeus.1767.,Cyprea.turdus...........Lamarck.1810.,Cypraea.Species,Engina.mendicaria..Linnaeus.1758.,Gyrineum..Gyrineum..notator..Röding.1798.,Morula.aspera..Lamarck.1816.,Murex.Species,Nassarius..Nassarius..arcularia.plicatus..Röding.1798.,Nerita.longii...............................Réduz.1841.,Nerita.Species,Ocinebrina.Species,Pleuroploca.trapezium..Linnaeus.1758.,Strombus.fasciatus..............Born.1778.,Strombus..tricornis..tricornis..Lightfoot.1786.,Strombus..tricornis..oldi..Emerson.1965.,Strombus.Species,Submarginula.subrugosa..Thiele.1916.,Trochus.dentatus..Forskål.1775..Knobbed.Topshell.Red.Sea.Topshell,Trochus.erithreus..Brocchi.1823,Trochus.Species,Volema.paradisiaca.nodosa..Lamarck.1822.,Unidentified.Gastropod.1,Unidentified.Gastropod.2,Unidentified.Gastropod.3,Unidentified.Gastropod.4,Unidentified.Gastropod.Fragments,Anadara.antiquata..Linnaeus.1758.,Arca.Species.to.be.revisited.when.speciemen.Species.available,Beguina.gubernaculum.....................................Reeve.1843..................................................Rudder.Cardita,Brachidontes.variabilis..................................Krauss.1848.,Cardites.bicolor..Lamarck.1819.,Chama.reflexa..Reeve.1846......Jewel.Box,Chlamys.Species.Scallop,Modiolus.auriculatus.....Krauss.1848.,Modiolus.Species,Ostrea.Species,Pinctada.Species,Pitar.Species,Plicatula.plicata..Linnaeus.1758..Kittens.Paw,Spondylus.marisrubri..Röding.1796..Spiny.Oyster.Thorny.Oyster,Spondylus.Species,Tapes.deshayesi..Sowerby.1852.,Trapezium.sublaevigatum..Lamarck.1819.,Tridacna.maxima..Röding.1798.,Unidentified.Bivalve.1,Unidentified.Bivalve.2,Unidentified.Bivalve.3,Unidentified.Bivalve.Fragments,Limpet.sp,Burnt.Shell,Heated.Shell...not.charred.,Unidentified.shell.fragments,Barnacle,Bone.,Breccia.Stone,Charcoal,Coral,Crab,Fish.Bone.Teeth,Fossil.Shell.,Insect.Modern.,Mammal.Bone,Sea.Urchin,Seed,Unidentified.Stuff,Calcite,Worm,Unsorted.Residue,Rough.Sorted.Residue,Total.Sample.Weight,Shell.Only.Weight
JW0008,1098,17,1,NA,35.5,NA,NA,26,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,1394,20.5,NA,NA,NA,NA,NA,NA,22,28,19.5,NA,NA,60,NA,90.5,44,NA,NA,22.5,NA,30.5,NA,2.5,53,NA,8,NA,NA,NA,NA,NA,2,11,NA,NA,NA,8.5,2.5,NA,NA,NA,12.5,NA,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,19.5,1,435,129,2487.5,1887.5
