Sample No,Year Ref,Collection Date,Notes,Minimum Number of Species (MNS),Small Shell,Chicoreus virgineus (Röding 1798) MNI,Chicoreus virgineus (Röding 1798),Chicoreus virgineus (Röding 1798) Height,Chicoreus Species MNI,Chicoreus Species,Prunum terverianum (Petit 1851) MNI,Prunum terverianum (Petit 1851),Strombus fasciatus             (Born 1778) MNI,Strombus fasciatus             (Born 1778),Strombus fasciatus             (Born 1778) Aperture,Trochus dentatus (Forskål 1775) Knobbed Top Shell MNI,Trochus dentatus (Forskål 1775) Knobbed Top Shell,Unidentified Gastropod Fragments,Arca Species                              Ark Shell Left MNI,Arca Species                              Ark Shell Right MNI,Arca Species                              Ark Shell,Arca Species                              Ark Shell Left Hinge,Arca Species                              Ark Shell Right Hinge,Chama reflexa (Reeve 1846) Upper MNI,Chama reflexa (Reeve 1846) Lower MNI,Chama reflexa (Reeve 1846),Chama reflexa (Reeve 1846) Upper Hinge,Chama reflexa (Reeve 1846) Lower Hinge,Chama Species,Ostreiodea Species,Pinctada Species                             Pearl Oyster Upper MNI,Pinctada Species                             Pearl Oyster Lower MNI,Pinctada Species                             Pearl Oyster,Plicatula plicata (Linnaeus 1767) Upper MNI,Plicatula plicata (Linnaeus 1767) Lower MNI,Plicatula plicata (Linnaeus 1767),Plicatula plicata (Linnaeus 1767) Upper Length,Plicatula plicata (Linnaeus 1767) Upper Width,Plicatula plicata (Linnaeus 1767) Lower Length,Plicatula plicata (Linnaeus 1767) Lower Width,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster Upper MNI,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster Lower MNI,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster,Boring Bivalve,Unidentified Bivalve Fragments,Burnt Shell,Coral,Crab,Fish Bone,Stone/ Breccia,Calcite,Worm,Unsorted Residue,Rough Sorted Residue,Sorted residue,Total Sample Weight,Sample No
545,F08,23/03/2008,,12,0.5,4,148.5,84.36,1,15.5,1,0.5,52,448,25.12,,9,5,9,12,54.5,34.23,33.81,2,4,129,17.75,22.7,41,2.5,,,0.5,2,,22.5,43.72,32.82,,,1,,47.5,0.5,4,2,14.5,0.5,0.5,71,0.5,6,1113,107,0,2246.5,545
