Sample No,Year Ref,Collection Date,Layer,Context,Position,Possibly anthropogenically worked stuff ,Possibly anthropogenically worked stuff Description,Minimum Number of Species (MNS),,,,Small shells still to be indentified,Chicoreus ramosus     (Linnaeus 1758) MNI,Chicoreus ramosus     (Linnaeus 1758),Chicoreus ramosus     (Linnaeus 1758) Height,Pleuroploca trapezium MNI,Pleuroploca trapezium,Pleuroploca trapezium Height,Strombus fasciatus             (Born 1778) MNI,Strombus fasciatus             (Born 1778),Strombus fasciatus             (Born 1778) Aperture,Trochus dentatus (Forskål 1775) also Tectus dentatus (Forskål 1775) Knobbed Top Shell MNI,Trochus dentatus (Forskål 1775) also Tectus dentatus (Forskål 1775) Knobbed Top Shell,Unidentified Gastropod (1)MNI,Unidentified Gastropod (1),Anadara antiquata                    (Linnaeus 1758) Left MNI,Anadara antiquata                    (Linnaeus 1758) Right MNI,Anadara antiquata                    (Linnaeus 1758),Anadara antiquata                    (Linnaeus 1758) Left Hinge,Anadara antiquata                    (Linnaeus 1758) Right Hinge,Chama reflexa (Reeve 1846) Upper MNI,Chama reflexa (Reeve 1846) Lower MNI,Chama reflexa (Reeve 1846),Chama reflexa (Reeve 1846) Upper Hinge,Chama reflexa (Reeve 1846) Upper Width,Chama reflexa (Reeve 1846) Upper Length,Chama reflexa (Reeve 1846) Lower Hinge,Chama reflexa (Reeve 1846) Lower Width,Chama reflexa (Reeve 1846) Lower Length,Pinctada Species Left MNI,Pinctada Species Right MNI,Pinctada Species,Pinctada Species Left Hinge,Pinctada Species Right Hinge,Plicatula plicata (Linnaeus 1767) Lower MNI,Plicatula plicata (Linnaeus 1767) Upper MNI,Plicatula plicata (Linnaeus 1767),Plicatula plicata (Linnaeus 1767) Lower Length,Plicatula plicata (Linnaeus 1767) Lower Width,Plicatula plicata (Linnaeus 1767) Upper Length,Plicatula plicata (Linnaeus 1767) Upper Width,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster Lower MNI,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster Upper MNI,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster Lower Hinge,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster Upper Hinge,Unidentified Bivalve,Coral,Crab Claw,Fishbone,Sea Urchin,Stone/ Breccia,Worm,Unsorted Residue,Rough Sorted Residue,Sorted residue,Total Sample Weight
527,F08,19/03/2008,4,,Bulk Sample,,,9,1,0.5,,0.5,5,558.5,91.96,1,282.0,135.82,30,220.0,21.24,,2.0,,9.0,,1,16.0,,,1,,8.0,13.67,,,,,,28,31,107.0,23.60,32.81,1,1,6.5,26.95,19.72,,,1,,10.0,24.95,,9.5,0.5,0.5,0.5,0.5,45.0,2.0,412.5,68.0,102.0,1859.0
