Sample No,Strombus fasciatus             (Born 1778) Aperture
902,22.04
902,22.87
902,24.62
902,25.37
902,19.11
902,24.02
902,26.07
902,22.6
902,23.64
902,22.24
902,22.27
902,23.49
902,21.3
902,23.16
902,22.68
902,23.96
902,23.28
902,19.63
902,24.93
902,23.46
902,22.81
902,23.32
902,21.65
902,21.23
902,21.53
902,20.3
902,24.56
902,22.88
902,21.91
