Sample No,Strombus fasciatus             (Born 1778) Aperture
2661,10.6
2665,12.9
2541,14.9
2544,15.1
2600,15.3
2546,16.3
2546,16.3
2546,16.3
2657,16.3
2540,16.4
2665,16.4
2548,16.5
2663,16.5
2546,16.6
2600,16.6
2541,16.7
2600,16.7
2661,16.7
2664,16.7
2548,16.8
2549,16.8
2600,16.8
2664,16.8
2544,16.9
2549,16.9
2658,16.9
2658,16.9
2544,17
2545,17
2546,17
2546,17
2600,17
2663,17
2606,17.1
2541,17.1
2545,17.1
2663,17.1
2667,17.1
2546,17.2
2605,17.2
2658,17.2
2663,17.2
2663,17.2
2541,17.3
2541,17.3
2545,17.3
2549,17.3
2549,17.3
2549,17.3
2600,17.3
2605,17.3
2606,17.3
2661,17.3
2661,17.3
2663,17.3
2540,17.4
2544,17.4
2600,17.4
2606,17.4
2548,17.5
2548,17.5
2600,17.5
2600,17.5
2602,17.5
2650,17.5
2655,17.5
2601,17.6
2605,17.6
2606,17.6
2656,17.6
2657,17.6
2657,17.6
2664,17.6
2544,17.7
2545,17.7
2545,17.7
2546,17.7
2549,17.7
2600,17.7
2600,17.7
2600,17.7
2600,17.7
2601,17.7
2603,17.7
2656,17.7
2657,17.7
2658,17.7
2664,17.7
2539,17.8
2544,17.8
2545,17.8
2545,17.8
2549,17.8
2600,17.8
2600,17.8
2664,17.8
2664,17.8
2543,17.9
2546,17.9
2548,17.9
2548,17.9
2606,17.9
2663,17.9
2665,17.9
2543,18
2545,18
2547,18
2548,18
2548,18
2600,18
2603,18
2603,18
2603,18
2606,18
2657,18
2657,18
2658,18
2658,18
2659,18
2664,18
2664,18
2537,18.1
2538,18.1
2538,18.1
2540,18.1
2541,18.1
2544,18.1
2600,18.1
2600,18.1
2602,18.1
2606,18.1
2657,18.1
2657,18.1
2657,18.1
2658,18.1
2663,18.1
2537,18.2
2540,18.2
2541,18.2
2541,18.2
2541,18.2
2541,18.2
2543,18.2
2546,18.2
2546,18.2
2546,18.2
2546,18.2
2548,18.2
2548,18.2
2606,18.2
2648,18.2
2651,18.2
2656,18.2
2657,18.2
2657,18.2
2658,18.2
2658,18.2
2538,18.3
2541,18.3
2541,18.3
2543,18.3
2544,18.3
2545,18.3
2545,18.3
2545,18.3
2546,18.3
2546,18.3
2548,18.3
2549,18.3
2549,18.3
2600,18.3
2600,18.3
2600,18.3
2600,18.3
2600,18.3
2603,18.3
2605,18.3
2605,18.3
2653,18.3
2653,18.3
2656,18.3
2656,18.3
2657,18.3
2657,18.3
2664,18.3
2667,18.3
2538,18.4
2540,18.4
2541,18.4
2541,18.4
2543,18.4
2543,18.4
2544,18.4
2545,18.4
2545,18.4
2545,18.4
2545,18.4
2545,18.4
2545,18.4
2545,18.4
2545,18.4
2548,18.4
2548,18.4
2549,18.4
2549,18.4
2600,18.4
2605,18.4
2606,18.4
2655,18.4
2655,18.4
2656,18.4
2657,18.4
2662,18.4
2663,18.4
2663,18.4
2665,18.4
2541,18.5
2541,18.5
2543,18.5
2544,18.5
2544,18.5
2544,18.5
2545,18.5
2545,18.5
2546,18.5
2546,18.5
2546,18.5
2547,18.5
2547,18.5
2548,18.5
2548,18.5
2548,18.5
2549,18.5
