Sample No,Year Ref,Collection Date,Notes,Minimum Number of Species (MNS),Small Shell,Chicoreus Species MNI,Chicoreus Species,Strombus fasciatus             (Born 1778) MNI,Strombus fasciatus             (Born 1778),Strombus fasciatus             (Born 1778) Aperture,Trochus dentatus (Forskål 1775) Knobbed Top Shell MNI,Trochus dentatus (Forskål 1775) Knobbed Top Shell,Anadara antiquata (Linnaeus 1758) Left MNI,Anadara antiquata (Linnaeus 1758) Right MNI,Anadara antiquata (Linnaeus 1758),Anadara antiquata (Linnaeus 1758) Left Hinge,Anadara antiquata (Linnaeus 1758) Right Hinge,Arca Species                              Ark Shell Left MNI,Arca Species                              Ark Shell Right MNI,Arca Species                              Ark Shell,Arca Species                              Ark Shell Left Hinge,Arca Species                              Ark Shell Right Hinge,Chama reflexa (Reeve 1846) Upper MNI,Chama reflexa (Reeve 1846) Lower MNI,Chama reflexa (Reeve 1846),Chama reflexa (Reeve 1846) Upper Hinge,Chama reflexa (Reeve 1846) Upper Width,Ostreiodea Species,Unidentified Shell Fragments,Burnt Shell,Coral,Fish Bone,Stone/ Breccia,Worm,Unsorted Residue,Rough Sorted Residue,Sorted residue,Total Sample Weight,,,,
536,F08,23/03/2008,,7,0.5,1,6.5,76,614.0,22.90,,0.5,,1,8.5,,29.15,2,2,14.5,30.96,31.83,,1,43.5,,21.97,3.0,8.0,6.0,7.5,0.5,37.5,0.5,1100.0,111.5,0.0,1961.0,,,,
