Sample No,Possibly anthropogenically worked stuff Description,Notes,Minimum Number of Species (MNS),Small shells still to be identified,Cerithium adansonii       (Bruguiére 1792) MNI,Cerithium adansonii       (Bruguiére 1792),Cerithium adansonii       (Bruguiére 1792) Length,Chicoreus ramosus     (Linnaeus 1758) MNI,Chicoreus ramosus     (Linnaeus 1758),Chicoreus ramosus     (Linnaeus 1758) Height,Chicoreus ramosus     (Linnaeus 1758) Mouth,Chicoreus ramosus     (Linnaeus 1758) Siphon,Chicoreus species,Fusinus townsendi (Melville 1899) MNI,Fusinus townsendi (Melville 1899),Fusinus townsendi (Melville 1899) Length,Nassarius (Niotha) splendidulus (Dunker 1846) MNI,Nassarius (Niotha) splendidulus (Dunker 1846),Nassarius (Niotha) splendidulus (Dunker 1846) Length,Nerita longii                              (Récluz 1841) MNI,Nerita longii                              (Récluz 1841),Nerita longii                              (Récluz 1841) Height,Nerita longii                              (Récluz 1841) Length,Nerita longii                              (Récluz 1841) Width,Nerita textilis                (Gmelin 1791) MNI,Nerita textilis                (Gmelin 1791),Nerita textilis                (Gmelin 1791) Height,Nerita textilis                (Gmelin 1791) Length,Nerita textilis                (Gmelin 1791) Width,Nerita species MNI,Nerita species,Nerita species Height,Nerita species Length,Nerita species Width,Pleuroploca trapezium (Linnaeus 1758) Trapezoid Horse Conch,Rapana rapiformis       (Born 1778) MNI,Rapana rapiformis       (Born 1778),Rapana rapiformis       (Born 1778) Height,Rapana rapiformis       (Born 1778) Width,Strombus fasciatus             (Born 1778) MNI,Strombus fasciatus             (Born 1778),Strombus fasciatus             (Born 1778) Aperture,Strombus (tricornis) tricornis      (Lightfoot 1786) MNI,Strombus (tricornis) tricornis      (Lightfoot 1786),Strombus (tricornis) tricornis      (Lightfoot 1786) Mouth,Strombus sp,Tibia insulaechorab curta              (Sowerby 1842) MNI,Tibia insulaechorab curta              (Sowerby 1842),Tibia insulaechorab curta              (Sowerby 1842) Length,Trochus dentatus (Forskål 1775) Knobbed Top Shell MNI,Trochus dentatus (Forskål 1775) Knobbed Top Shell,Trochus dentatus (Forskål 1775) Knobbed Top Shell Length,Trochus species,Volema paradisiaca nodosa (Lamarck 1822) MNI,Volema paradisiaca nodosa (Lamarck 1822),Operculum?,Unidentified Gastropod Fragments,Arca avellana                          (Lamarck 1819)                        Hazelnut Ark Shell Left MNI,Arca avellana                          (Lamarck 1819)                        Hazelnut Ark Shell Right MNI,Arca avellana                          (Lamarck 1819)                        Hazelnut Ark Shell,Arca avellana                          (Lamarck 1819)                        Hazelnut Ark Shell Left Hinge,Arca avellana                          (Lamarck 1819)                        Hazelnut Ark Shell Right Hinge,Arca ventricosa                      (Lamarck 1819)                               Ark Shell Left MNI,Arca ventricosa                      (Lamarck 1819)                               Ark Shell Right MNI,Arca ventricosa                      (Lamarck 1819)                               Ark Shell,Arca ventricosa                      (Lamarck 1819)                               Ark Shell Left Hinge,Arca ventricosa                      (Lamarck 1819)                               Ark Shell Right Hinge,Beguina gubernaculum                                  (Reeve 1843) Left MNI,Beguina gubernaculum                                  (Reeve 1843) Right MNI,Beguina gubernaculum                                  (Reeve 1843),Beguina gubernaculum                                  (Reeve 1843) Left Length,Beguina gubernaculum                                  (Reeve 1843) Left Width,Beguina gubernaculum                                  (Reeve 1843) Right Length,Beguina gubernaculum                                  (Reeve 1843) Right Width,Brachidontes variabilis                                 (Krauss 1848) Left MNI,Brachidontes variabilis                                 (Krauss 1848) Right MNI,Brachidontes variabilis                                 (Krauss 1848),Brachidontes variabilis                                 (Krauss 1848) Left Length,Brachidontes variabilis                                 (Krauss 1848) Left Width,Brachidontes variabilis                                 (Krauss 1848) Right Length,Brachidontes variabilis                                 (Krauss 1848) Right Width,Chama reflexa (Reeve 1846) Upper MNI,Chama reflexa (Reeve 1846) Lower MNI,Chama reflexa (Reeve 1846),Chama reflexa (Reeve 1846) Upper Length,Chama reflexa (Reeve 1846) Upper Width,Chama reflexa (Reeve 1846) Lower Length,Chama reflexa (Reeve 1846) Lower Width,Chlamys townsendi (Sowerby 1895)                                            Townsends Scallop Left MNI,Chlamys townsendi (Sowerby 1895)                                            Townsends Scallop Right MNI,Chlamys townsendi (Sowerby 1895)                                            Townsends Scallop,Chlamys townsendi (Sowerby 1895)                                            Townsends Scallop Left Length,Chlamys townsendi (Sowerby 1895)                                            Townsends Scallop Left Width,Chlamys townsendi (Sowerby 1895)                                            Townsends Scallop Right Length,Chlamys townsendi (Sowerby 1895)                                            Townsends Scallop Right Width,Chlamys species,Ostrea sp                                   Oyster,Pinctada Species Left MNI,Pinctada Species Right MNI,Pinctada Species,Pinctada Species Left Hinge,Pinctada Species Right Hinge,Plicatula plicata (Linnaeus 1767) Lower MNI,Plicatula plicata (Linnaeus 1767) Upper MNI,Plicatula plicata (Linnaeus 1767),Plicatula plicata (Linnaeus 1767) Lower Length,Plicatula plicata (Linnaeus 1767) Lower Width,Plicatula plicata (Linnaeus 1767) Upper Length,Plicatula plicata (Linnaeus 1767) Upper Width,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster Lower MNI,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster Upper MNI,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster Upper Length,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster Upper Width,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster Lower Length,Spondylus marisrubri                      (Röding 1798)                                 Spiny or Thorny Oyster Lower Width,Unidentified Boring Bivalve,Unidentified Small Clam,Unidentified Bivalve Fragments,Unidentified Shell Fragments,Unidentified Shell Fragments,Limpet sp MNI,Limpet  sp,Burnt Shell,Bone?,Coral,Crab,Fish Bone/Teeth,Insect Modern?,Sea Urchin,Stone/Breccia,Unidentified Stuff,Worm,Unsorted Residue,Rough Sorted Residue,Sorted residue,Total Sample Weight,Total Shell Weight,Sample Number
902,,Upper Trench ,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,1227,22.04,,,,1,,,,,,,,,,,1.5,,,,,,1,1,4.5,,30.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,880.5,464,0,2759,1234.5,902
