Site,Sample,Aperture
JW1864,2960,20.61
JW1864,2961,21.04
JW1864,2961,21.33
JW1864,2961,21.36
JW1864,2961,21.53
JW1864,2961,20.97
JW1864,2961,22.23
JW1864,2961,21.37
JW1864,2961,24.67
JW1864,2961,21.97
JW1864,2961,21.38
JW1864,2961,23.99
JW1864,2961,20.05
JW1864,2961,21.75
JW1864,2961,20.29
JW1864,2961,20.6
JW1864,2961,23.76
JW1864,2961,20.95
JW1864,2961,19.93
JW1864,2961,21.76
JW1864,2961,20.67
JW1864,2961,22.25
JW1864,2961,21.4
JW1864,2961,21.31
JW1864,2961,21.11
JW1864,2961,23.84
JW1864,2961,19.72
JW1864,2961,22.26
JW1864,2961,22.95
JW1864,2961,18.17
JW1864,2961,21.34
JW1864,2961,22.5
JW1864,2961,21.96
JW1864,2961,18.08
JW1864,2961,20.77
JW1864,2961,19.74
JW1864,2961,19.88
JW1864,2961,20.53
JW1864,2961,21.88
JW1864,2961,19.68
JW1864,2961,19.25
JW1864,2961,19.59
JW1864,2961,19.96
JW1864,2961,22.37
JW1864,2961,18.21
JW1864,2961,19.69
JW1864,2961,22.37
JW1864,2961,18.21
JW1864,2961,19.69
JW1864,2961,21.46
JW1864,2961,20.11
JW1864,2961,22.37
JW1864,2961,22.61
JW1864,2961,22.93
JW1864,2961,20.3
JW1864,2961,23.56
JW1864,2961,21.53
JW1864,2961,23.52
JW1864,2961,20.12
JW1864,2961,19.32
JW1864,2961,17.37
JW1864,2961,22.01
JW1864,2961,21.04
JW1864,2961,20.69
JW1864,2961,21.3
JW1864,2961,19.35
JW1864,2961,21.17
JW1864,2961,23.26
JW1864,2961,20.11
JW1864,2961,18.1
JW1864,2961,22.64
JW1864,2961,21.09
JW1864,2961,18.26
JW1864,2961,21.06
JW1864,2961,22.82
JW1864,2961,17.12
JW1864,2961,20.69
JW1864,2961,20.17
JW1864,2961,21.43
JW1864,2961,22.62
JW1864,2961,18.19
JW1864,2961,19.44
JW1864,2961,17.95
JW1864,2961,21.4
JW1864,2961,19.91
JW1864,2961,19.96
JW1864,2961,23.44
JW1864,2961,20.11
JW1864,2961,21.72
JW1864,2961,20.04
JW1864,2961,18.72
JW1864,2961,20.04
JW1864,2961,18.72
JW1864,2961,19.95
JW1864,2961,21.47
JW1864,2962,20.33
JW1864,2962,19.19
JW1864,2962,20.36
JW1864,2962,20.92
JW1864,2962,20.84
JW1864,2962,18.57
JW1864,2962,22.28
JW1864,2962,23.38
JW1864,2962,21.74
JW1864,2962,18.14
JW1864,2962,19.95
JW1864,2962,22.15
JW1864,2962,21.95
JW1864,2962,21.43
JW1864,2962,18.66
JW1864,2962,22.05
JW1864,2962,20.79
JW1864,2962,21.27
JW1864,2962,19.61
JW1864,2962,22.65
JW1864,2962,18.95
JW1864,2962,20.77
JW1864,2962,21.74
JW1864,2962,19.03
JW1864,2962,20.12
JW1864,2962,19.8
JW1864,2962,18.96
JW1864,2962,21.55
JW1864,2962,19.8
JW1864,2962,19.72
JW1864,2962,21.74
JW1864,2962,20.98
JW1864,2962,22.37
JW1864,2962,18.92
JW1864,2962,18.86
JW1864,2962,20.2
JW1864,2962,19.16
JW1864,2962,19.66
JW1864,2962,22.11
JW1864,2962,20.72
JW1864,2962,19.1
JW1864,2962,19.87
JW1864,2962,21.67
JW1864,2962,20.06
JW1864,2962,20.24
JW1864,2962,20.19
JW1864,2962,18.81
JW1864,2962,20.47
JW1864,2962,23.05
JW1864,2962,19.34
JW1864,2962,20.91
JW1864,2962,22.17
JW1864,2962,18.04
JW1864,2962,18.22
JW1864,2962,20.27
JW1864,2962,22.16
JW1864,2962,19.45
JW1864,2962,21.02
JW1864,2962,20.7
JW1864,2962,18.39
JW1864,2962,18.61
JW1864,2962,20.29
JW1864,2962,18.87
JW1864,2962,18.27
JW1864,2962,20.06
JW1864,2962,20.4
JW1864,2962,20.86
JW1864,2962,20.35
JW1864,2962,20.15
JW1864,2962,20.52
JW1864,2962,19.08
JW1864,2962,20.41
JW1864,2962,19.07
JW1864,2962,20.99
JW1864,2962,18.28
JW1864,2962,19.69
JW1864,2962,20.1
JW1864,2962,20.21
JW1864,2962,21.51
JW1864,2962,21.32
JW1864,2962,19.32
JW1864,2962,20.25
JW1864,2962,19.52
JW1864,2962,21.41
JW1864,2962,20.21
JW1864,2962,21.8
JW1864,2962,23.02
JW1864,2962,19.14
JW1864,2962,18.62
JW1864,2962,20.34
JW1864,2962,20.28
JW1864,2962,18.94
JW1864,2962,19.83
JW1864,2963,23.54
JW1864,2963,22.85
JW1864,2963,19.91
JW1864,2963,22.91
JW1864,2963,21.88
JW1864,2963,21.23
JW1864,2963,21.93
JW1864,2963,19.5
JW1864,2963,20.37
JW1864,2963,21.31
JW1864,2963,19.83
JW1864,2963,21.67
JW1864,2963,23.24
JW1864,2963,23
JW1864,2963,21.39
JW1864,2963,21.05
JW1864,2963,21.31
JW1864,2963,21.99
JW1864,2963,17.51
JW1864,2963,22.16
JW1864,2963,22.86
JW1864,2963,20.75
JW1864,2963,21.81
JW1864,2963,21.24
JW1864,2963,21.07
JW1864,2963,21.46
JW1864,2963,21.43
JW1864,2963,19.57
JW1864,2963,21.53
JW1864,2963,19.92
JW1864,2963,19.75
JW1864,2963,20.98
JW1864,2963,21.4
JW1864,2963,20.11
JW1864,2963,19.77
JW1864,2963,20.65
JW1864,2963,20.72
JW1864,2963,20.84
JW1864,2963,20.07
JW1864,2963,20.6
JW1864,2963,19.42
JW1864,2963,20.59
JW1864,2963,20.07
JW1864,2963,20.14
JW1864,2963,21.07
JW1864,2963,21.92
JW1864,2963,21.57
JW1864,2963,22.33
JW1864,2964,20.12
JW1864,2964,23.61
JW1864,2964,21.66
JW1864,2964,18.78
JW1864,2964,21.31
JW1864,2964,20.35
JW1864,2964,18.24
JW1864,2964,21.32
JW1864,2964,20.29
JW1864,2964,23.02
JW1864,2964,21.67
JW1864,2964,19.43
JW1864,2964,18.78
JW1864,2964,18.39
JW1864,2964,17.94
JW1864,2964,18.8
JW1864,2964,20.75
JW1864,2964,19.58
JW1864,2964,19.89
JW1864,2964,19.43
JW1864,2964,23.26
JW1864,2964,21.32
JW1864,2964,22.76
JW1864,2964,21.12
JW1864,2964,22.15
JW1864,2964,19.1
JW1864,2964,20.39
JW1864,2964,22.19
JW1864,2964,21.1
JW1864,2964,19.31
JW1864,2964,20.49
JW1864,2964,19.37
JW1864,2964,22.31
JW1864,2964,23.98
JW1864,2964,21.38
JW1864,2964,18.1
JW1864,2964,21.81
JW1864,2964,20.53
JW1864,2964,20.01
JW1864,2964,21.77
JW1864,2964,18.4
JW1864,2964,22.56
JW1864,2964,19.59
JW1864,2964,20.28
JW1864,2964,19.97
JW1864,2964,19.08
JW1864,2964,21.78
JW1864,2964,19.98
JW1864,2964,19.48
JW1864,2964,22.01
JW1864,2964,18.61
JW1864,2964,21.66
JW1864,2964,20.65
JW1864,2964,19.16
JW1864,2964,19.65
JW1864,2964,19.27
JW1864,2964,23.62
JW1864,2964,21.19
JW1864,2964,21.23
JW1864,2964,21.53
JW1864,2964,24.26
JW1864,2964,19.68
JW1864,2964,21.87
JW1864,2964,21.08
JW1864,2965,20.51
JW1864,2965,21.88
JW1864,2965,20.3
JW1864,2965,21.74
JW1864,2965,21.07
JW1864,2965,18.1
JW1864,2965,19.28
JW1864,2965,20.42
JW1864,2965,22.66
JW1864,2965,21.12
JW1864,2965,21.48
JW1864,2965,19.85
JW1864,2965,20.54
JW1864,2965,19.91
JW1864,2965,22.01
JW1864,2965,25.02
JW1864,2965,20.84
JW1864,2965,19.73
JW1864,2965,22.65
JW1864,2965,21.56
JW1864,2965,18.91
JW1864,2965,25.1
JW1864,2965,22.89
JW1864,2965,18.6
JW1864,2965,25.91
JW1864,2965,23.31
JW1864,2965,21.77
JW1864,2965,20.2
JW1864,2965,19.23
JW1864,2965,19.96
JW1864,2965,22.48
JW1864,2965,18.85
JW1864,2965,21.08
JW1864,2965,19.23
JW1864,2965,21.7
JW1864,2965,19.78
JW1864,2965,20.18
JW1864,2965,20.96
JW1864,2965,21.42
JW1864,2965,21.11
JW1864,2965,23.35
JW1864,2965,20.57
JW1864,2965,21.76
JW1864,2965,19.6
JW1864,2965,20.46
JW1864,2965,20.29
JW1864,2965,21.34
JW1864,2965,22.83
JW1864,2965,22.76
JW1864,2965,18.83
JW1864,2965,22.34
JW1864,2965,20.93
JW1864,2965,19.83
JW1864,2965,20.7
JW1864,2965,18.73
JW1864,2965,22.87
JW1864,2965,21.92
JW1864,2965,21.28
JW1864,2965,24.69
JW1864,2965,20.59
JW1864,2965,22.89
JW1864,2965,23.21
JW1864,2965,20.12
JW1864,2965,21.17
JW1864,2965,21.92
JW1864,2965,19
JW1864,2965,21.27
JW1864,2965,19.76
JW1864,2965,20.94
JW1864,2965,21.5
JW1864,2965,21.5
JW1864,2965,23.38
JW1864,2965,20.52
JW1864,2965,22.84
JW1864,2965,22.2
JW1864,2965,20.34
JW1864,2965,18.95
JW1864,2965,22.03
JW1864,2965,21.54
JW1864,2965,24.41
JW1864,2965,22.27
JW1864,2965,17.08
JW1864,2965,21.31
JW1864,2965,19.87
JW1864,2965,19.86
JW1864,2965,21.14
JW1864,2965,20.01
JW1864,2965,19.6
JW1864,2965,20.85
JW1864,2965,21.56
JW1864,2966,20.22
JW1864,2966,20.82
JW1864,2966,22.08
JW1864,2966,21.45
JW1864,2966,23.94
JW1864,2966,21.02
JW1864,2966,19.3
JW1864,2966,23.87
JW1864,2966,22.05
JW1864,2966,21.86
JW1864,2966,21.21
JW1864,2966,21.51
JW1864,2966,23.57
JW1864,2966,21.33
JW1864,2966,24.68
JW1864,2966,23.61
JW1864,2966,22.36
JW1864,2966,23.6
JW1864,2966,22.16
JW1864,2966,22.42
JW1864,2966,21.89
JW1864,2966,20.69
JW1864,2966,22.53
JW1864,2966,20.46
JW1864,2966,20.36
JW1864,2966,17.87
JW1864,2966,20.1
JW1864,2966,21.91
JW1864,2966,19.59
JW1864,2966,22
JW1864,2966,20.81
JW1864,2966,21.39
JW1864,2966,21.09
JW1864,2966,19.5
JW1864,2966,22.25
JW1864,2966,21.74
JW1864,2966,22.43
JW1864,2966,18.2
JW1864,2966,18.71
JW1864,2966,22.25
JW1864,2966,22.24
JW1864,2966,23.32
JW1864,2966,20.42
JW1864,2966,19.36
JW1864,2966,22.24
JW1864,2966,18.65
JW1864,2966,21.61
JW1864,2966,22.07
JW1864,2966,19.12
JW1864,2966,21.68
JW1864,2967,19.72
JW1864,2967,20.82
JW1864,2967,23.56
JW1864,2967,23.56
JW1864,2967,20.51
JW1864,2967,20.69
JW1864,2967,21.13
JW1864,2967,21.32
JW1864,2967,21.7
JW1864,2967,20.01
JW1864,2967,21.33
JW1864,2967,22.19
JW1864,2967,20.64
JW1864,2967,19.23
JW1864,2967,20.89
JW1864,2967,21.85
JW1864,2967,20.7
JW1864,2967,20.54
JW1864,2967,19.18
JW1864,2967,21.68
JW1864,2967,20.39
JW1864,2967,21.03
JW1864,2967,21.3
JW1864,2967,23.2
JW1864,2967,20.32
JW1864,2967,20.71
JW1864,2967,21.68
JW1864,2967,19.73
JW1864,2967,21.61
JW1864,2967,21.18
JW1864,2967,20.94
JW1864,2967,20.54
JW1864,2967,20.01
JW1864,2967,22.7
JW1864,2967,24.35
JW1864,2967,22.01
JW1864,2967,21.18
JW1864,2967,22.19
JW1864,2967,21.35
JW1864,2967,20.13
JW1864,2967,20.08
JW1864,2967,21.1
JW1864,2967,21.77
JW1864,2967,20.72
JW1864,2967,23.99
JW1864,2967,18.97
JW1864,2967,19.5
JW1864,2967,20.64
JW1864,2967,21.31
JW1864,2967,20.9
JW1864,2967,19.32
JW1864,2967,18.67
JW1864,2967,18.02
JW1864,2967,20.38
JW1864,2967,20.99
JW1864,2967,21.66
JW1864,2967,19.17
JW1864,2967,20.61
JW1864,2967,21.19
JW1864,2967,20.55
JW1864,2967,21.32
JW1864,2967,22.05
JW1864,2967,22.16
JW1864,2967,20.03
JW1864,2967,18.8
JW1864,2967,21.03
JW1864,2967,22.52
JW1864,2967,19.6
JW1864,2967,23.02
JW1864,2967,23.57
JW1864,2967,19.18
JW1864,2967,20.15
JW1864,2967,20.58
JW1864,2967,18.9
JW1864,2967,19.6
JW1864,2967,20.65
JW1864,2967,22.4
JW1864,2967,19.49
JW1864,2967,21.4
JW1864,2967,19.96
JW1864,2967,20.14
JW1864,2967,19.24
JW1864,2967,22.44
JW1864,2967,19.64
JW1864,2967,23.27
JW1864,2967,21.61
JW1864,2967,19.58
JW1864,2967,21.53
JW1864,2967,20.23
JW1864,2967,19.54
JW1864,2967,21.11
JW1864,2967,21.28
JW1864,2967,25.39
JW1864,2967,22.9
JW1864,2968,21.42
JW1864,2968,20.51
JW1864,2968,21.08
JW1864,2968,22.58
JW1864,2968,20.6
JW1864,2968,20.44
JW1864,2968,22.73
JW1864,2968,21.78
JW1864,2968,20.99
JW1864,2968,20.38
JW1864,2968,21.09
JW1864,2968,21.78
JW1864,2968,21.4
JW1864,2968,22.65
JW1864,2968,19.87
JW1864,2968,23.02
JW1864,2968,19.62
JW1864,2968,21.79
JW1864,2968,21.6
JW1864,2968,24.07
JW1864,2968,21.37
JW1864,2968,19.61
JW1864,2968,21.27
JW1864,2968,20.88
JW1864,2968,24.4
JW1864,2968,21.75
JW1864,2968,22.57
JW1864,2968,22.86
JW1864,2968,20.33
JW1864,2968,22.54
JW1864,2968,21.41
JW1864,2968,23.73
JW1864,2968,18.27
JW1864,2968,22.21
JW1864,2968,22.18
JW1864,2968,23.96
JW1864,2968,21.05
JW1864,2968,24.85
JW1864,2968,22.44
JW1864,2968,21.73
JW1864,2968,18.36
JW1864,2968,19.22
JW1864,2968,22.64
JW1864,2968,20.56
JW1864,2968,20.13
JW1864,2968,25.03
JW1864,2968,22.54
JW1864,2968,24.33
JW1864,2968,21.86
JW1864,2968,21.01
JW1864,2968,19.11
JW1864,2968,21.03
JW1864,2968,21.5
JW1864,2968,20.14
JW1864,2968,20.91
JW1864,2968,22.56
JW1864,2968,20.13
JW1864,2968,23
JW1864,2968,21.24
JW1864,2968,19.52
JW1864,2968,20.49
JW1864,2968,23.17
JW1864,2968,19.45
JW1864,2968,18.73
JW1864,2968,20.42
JW1864,2968,21.68
JW1864,2968,21.79
JW1864,2968,20.49
JW1864,2968,22.21
JW1864,2968,21.63
JW1864,2968,21.06
JW1864,2968,23.74
JW1864,2968,22.27
JW1864,2968,20.07
JW1864,2968,21.48
JW1864,2968,22.67
JW1864,2968,21.51
JW1864,2968,20.41
JW1864,2968,20.47
JW1864,2968,23.18
JW1864,2968,20.66
JW1864,2968,18.54
JW1864,2968,21.07
JW1864,2968,20.66
JW1864,2968,22.21
JW1864,2968,23.01
JW1864,2968,22.06
JW1864,2968,20.88
JW1864,2968,19.63
JW1864,2968,19.22
JW1864,2968,21.5
JW1864,2968,19.66
JW1864,2968,20.75
JW1864,2968,18.1
JW1864,2968,19.57
JW1864,2968,20.35
JW1864,2968,22.6
JW1864,2968,18.42
JW1864,2968,21.9
JW1864,2968,21.36
JW1864,2968,19.09
JW1864,2968,19.37
JW1864,2968,22.73
JW1864,2969,21.43
JW1864,2969,26.44
JW1864,2969,19.2
JW1864,2969,21.47
JW1864,2969,22.44
JW1864,2969,18.74
JW1864,2969,21.16
JW1864,2969,22.24
JW1864,2969,20.37
JW1864,2969,21.49
JW1864,2969,20.74
JW1864,2969,20.83
JW1864,2969,19.66
JW1864,2969,25.21
JW1864,2969,24.18
JW1864,2969,19.77
JW1864,2969,21.86
JW1864,2969,21.43
JW1864,2969,23.82
JW1864,2969,18.81
JW1864,2969,23.21
JW1864,2969,18.58
JW1864,2969,21.07
JW1864,2969,20.66
JW1864,2969,22.09
JW1864,2969,21.55
JW1864,2969,21.05
JW1864,2969,20.21
JW1864,2969,23.88
JW1864,2969,21.44
JW1864,2969,20.2
JW1864,2969,22.8
JW1864,2969,20.84
JW1864,2969,18.89
JW1864,2969,21.38
JW1864,2969,17.23
JW1864,2969,24.81
JW1864,2969,21.01
JW1864,2969,22.01
JW1864,2969,20.99
JW1864,2969,23.71
JW1864,2969,20.08
JW1864,2969,22.06
JW1864,2969,19.64
JW1864,2969,22.52
JW1864,2969,21.34
JW1864,2969,21.97
JW1864,2969,21.63
JW1864,2969,22.62
JW1864,2969,21.35
JW1864,2969,20.58
JW1864,2969,23.37
JW1864,2969,22.14
JW1864,2969,21.69
JW1864,2969,21.34
JW1864,2969,20.66
JW1864,2969,18.96
JW1864,2969,22.84
JW1864,2969,21.89
JW1864,2969,21.1
JW1864,2969,20.9
JW1864,2969,18.98
JW1864,2969,19.41
JW1864,2969,19.61
JW1864,2969,22.43
JW1864,2969,22.11
JW1864,2969,22.72
JW1864,2969,20.49
JW1864,2969,19.41
JW1864,2969,18.92
JW1864,2969,20.69
JW1864,2969,18.66
JW1864,2969,19.8
JW1864,2969,21.45
JW1864,2969,23.44
JW1864,2969,22.11
JW1864,2969,19.67
JW1864,2969,23.4
JW1864,2969,18.84
JW1864,2969,23.1
JW1864,2969,21.66
JW1864,2969,19.36
JW1864,2969,19.96
JW1864,2969,19.07
JW1864,2969,27.62
JW1864,2969,21.35
JW1864,2969,22.06
JW1864,2969,20.81
JW1864,2969,20.32
JW1864,2969,19.29
JW1864,2969,20.36
JW1864,2969,22.22
JW1864,2969,22.47
JW1864,2969,18.76
JW1864,2969,25.02
JW1864,2969,19.35
JW1864,2969,23.2
JW1864,2969,22.13
JW1864,2969,25.69
JW1864,2969,20.14
JW1864,2969,21.1
JW1864,2969,20.38
JW1864,2969,19.08
JW1864,2969,21.7
JW1864,2969,22.93
JW1864,2969,18.52
JW1864,2969,20.38
JW1864,2969,18.49
JW1864,2969,22.44
JW1864,2969,20.43
JW1864,2969,21.11
JW1864,2969,19.82
JW1864,2969,22.85
JW1864,2969,20.68
JW1864,2969,21.81
JW1864,2969,21.71
JW1864,2969,21.69
JW1864,2969,21.49
JW1864,2969,21.27
JW1864,2969,19.8
JW1864,2969,18.83
JW1864,2969,18.8
JW1864,2969,25.28
JW1864,2969,19.55
JW1864,2969,23.23
JW1864,2969,22.42
JW1864,2969,19.69
JW1864,2970,20.2
JW1864,2970,20.18
JW1864,2970,21.13
JW1864,2970,22.45
JW1864,2970,22.26
JW1864,2970,20.72
JW1864,2970,19.3
JW1864,2970,18.63
JW1864,2970,20.17
JW1864,2970,19.24
JW1864,2970,23.73
JW1864,2970,23.33
JW1864,2970,21.55
JW1864,2970,22.13
JW1864,2970,22.49
JW1864,2970,24.07
JW1864,2970,19.76
JW1864,2970,22.49
JW1864,2970,17.49
JW1864,2970,18.86
JW1864,2970,23.32
JW1864,2970,20.72
JW1864,2970,25.7
JW1864,2970,22.19
JW1864,2970,18.87
JW1864,2970,21.3
JW1864,2970,21.41
JW1864,2970,25.81
JW1864,2970,21.03
JW1864,2970,22.57
JW1864,2970,20.32
JW1864,2970,24.86
JW1864,2970,20.24
JW1864,2970,19.87
JW1864,2970,21.93
JW1864,2970,21.53
JW1864,2970,21.57
JW1864,2970,20.36
JW1864,2970,19.42
JW1864,2970,22.69
JW1864,2970,22.64
JW1864,2970,22.34
JW1864,2970,22.57
JW1864,2970,19.63
JW1864,2970,23.91
JW1864,2970,21.13
JW1864,2970,19.08
JW1864,2970,20.78
JW1864,2970,19.42
JW1864,2970,19.64
JW1864,2970,21.65
JW1864,2970,18.27
JW1864,2970,19.37
JW1864,2970,21.83
JW1864,2970,25.77
JW1864,2970,19.73
JW1864,2970,21.78
JW1864,2970,22.24
JW1864,2970,21.82
JW1864,2970,22.31
JW1864,2970,21.3
JW1864,2970,18.45
JW1864,2970,20.86
JW1864,2970,22.94
JW1864,2970,20.74
JW1864,2970,21.37
JW1864,2970,19.71
JW1864,2970,19.65
JW1864,2970,21.71
JW1864,2970,20.58
JW1864,2970,23.37
JW1864,2970,23.87
JW1864,2970,21.66
JW1864,2971,24.55
JW1864,2971,18.51
JW1864,2971,22.81
JW1864,2971,23.72
JW1864,2971,21.33
JW1864,2971,17.38
JW1864,2971,18.99
JW1864,2971,20.43
JW1864,2971,21.9
JW1864,2971,22.46
JW1864,2971,21
JW1864,2971,20.14
JW1864,2971,22.74
JW1864,2971,21.92
JW1864,2971,22.71
JW1864,2971,21.5
JW1864,2971,20.42
JW1864,2971,22.33
JW1864,2971,23.26
JW1864,2971,20.63
JW1864,2971,17.66
JW1864,2971,21.45
JW1864,2971,19.74
JW1864,2971,20.8
JW1864,2971,20.13
JW1864,2971,19.66
JW1864,2971,22.5
JW1864,2971,19.15
JW1864,2971,20.69
JW1864,2971,21.14
JW1864,2971,21.72
JW1864,2971,23.15
JW1864,2971,20.41
JW1864,2971,19.84
JW1864,2971,22.04
JW1864,2971,19.97
JW1864,2971,21.39
JW1864,2971,21.88
JW1864,2971,20.76
JW1864,2971,18.79
JW1864,2971,21.47
JW1864,2971,23.74
JW1864,2971,22.51
JW1864,2971,22.48
JW1864,2971,19.13
JW1864,2971,22.74
JW1864,2971,21.76
JW1864,2971,22.68
JW1864,2971,20.74
JW1864,2971,19.7
JW1864,2971,22.52
JW1864,2971,20.31
JW1864,2971,21.22
JW1864,2971,21.5
JW1864,2971,22.33
JW1864,2971,19.95
JW1864,2971,19.75
JW1864,2971,21.22
JW1864,2971,21.68
JW1864,2971,22.43
JW1864,2971,21.46
JW1864,2971,20.49
JW1864,2971,22.05
JW1864,2971,21.68
JW1864,2971,19.47
JW1864,2971,19.63
JW1864,2971,20.23
JW1864,2971,19.21
JW1864,2971,19.87
JW1864,2971,23
JW1864,2971,20.95
JW1864,2971,21.51
JW1864,2971,21.07
JW1864,2971,19.5
JW1864,2971,20.78
JW1864,2971,20.1
JW1864,2971,18.48
JW1864,2971,20.35
JW1864,2971,20.69
JW1864,2971,20.41
JW1864,2971,20.48
JW1864,2971,21.49
JW1864,2971,20.52
JW1864,2971,21.78
JW1864,2971,21.24
JW1864,2971,19.46
JW1864,2971,21.32
JW1864,2971,20.84
JW1864,2971,24.2
JW1864,2971,21.71
JW1864,2971,20.91
JW1864,2971,22.28
JW1864,2971,20.83
JW1864,2971,22.55
JW1864,2971,22.81
JW1864,2971,17.89
JW1864,2971,21.01
JW1864,2971,19.4
JW1864,2971,20.44
JW1864,2971,19.76
JW1864,2971,21.04
JW1864,2971,20.47
JW1864,2971,22.82
JW1864,2971,20.89
JW1864,2971,20.29
JW1864,2971,20.02
JW1864,2971,19.82
JW1864,2971,18.04
JW1864,2971,19.9
JW1864,2971,20.68
JW1864,2971,22.11
JW1864,2971,19.36
JW1864,2971,20.65
JW1864,2971,21.55
JW1864,2971,18.85
JW1864,2972,21.07
JW1864,2972,22.81
JW1864,2972,18.91
JW1864,2972,23.16
JW1864,2972,20.6
JW1864,2972,18.61
JW1864,2972,19.33
JW1864,2972,19.7
JW1864,2972,17.51
JW1864,2972,19.38
JW1864,2972,17.93
JW1864,2972,22.98
JW1864,2972,21.21
JW1864,2972,22.18
JW1864,2972,20.48
JW1864,2972,19.95
JW1864,2972,21.93
JW1864,2972,21.42
JW1864,2972,24.43
JW1864,2972,19.84
JW1864,2972,20.58
JW1864,2972,18.55
JW1864,2972,21.78
JW1864,2972,20.84
JW1864,2972,21.59
JW1864,2972,19.71
JW1864,2972,20.97
JW1864,2972,19.8
JW1864,2972,21.95
JW1864,2972,21.14
JW1864,2972,23.15
JW1864,2972,18.62
JW1864,2972,19.75
JW1864,2972,22.5
JW1864,2972,23.29
JW1864,2972,19.14
JW1864,2972,21.2
JW1864,2972,21.63
JW1864,2972,21.91
JW1864,2972,19.98
JW1864,2972,23.04
JW1864,2972,22.6
JW1864,2972,20.19
JW1864,2972,24.99
JW1864,2972,21.4
JW1864,2972,22.47
JW1864,2972,22.79
JW1864,2972,20.65
JW1864,2972,20.58
JW1864,2972,19.59
JW1864,2972,21.69
JW1864,2972,20.63
JW1864,2972,21.06
JW1864,2972,22.89
JW1864,2972,20.62
JW1864,2972,21.3
JW1864,2972,18.34
JW1864,2972,22.4
JW1864,2972,20.59
JW1864,2972,18.11
JW1864,2972,21.68
JW1864,2972,19.2
JW1864,2972,21.42
JW1864,2972,22.31
JW1864,2972,20.73
JW1864,2972,21.34
JW1864,2972,20.94
JW1864,2972,21.41
JW1864,2972,19.78
JW1864,2972,23.11
JW1864,2972,20.12
JW1864,2972,18.48
JW1864,2972,20.15
JW1864,2972,21.64
JW1864,2972,21.06
JW1864,2972,21.35
JW1864,2972,21.75
JW1864,2972,19.57
JW1864,2972,22.54
JW1864,2972,19.46
JW1864,2972,20.57
JW1864,2972,22.26
JW1864,2972,21.31
JW1864,2972,21.02
JW1864,2972,18.87
JW1864,2972,22.96
JW1864,2972,23
JW1864,2972,20.95
JW1864,2972,21.98
JW1864,2972,18.45
JW1864,2972,19.34
JW1864,2972,22.02
JW1864,2972,21.33
JW1864,2972,22.16
JW1864,2972,20.37
JW1864,2972,21.05
JW1864,2972,18.47
JW1864,2972,19.4
JW1864,2972,20.55
JW1864,2972,19.34
JW1864,2972,20.3
JW1864,2972,22.68
JW1864,2972,20.52
JW1864,2972,19.7
JW1864,2972,22.43
JW1864,2972,18.62
JW1864,2972,19.29
JW1864,2972,20.08
JW1864,2972,21.61
JW1864,2972,19.09
JW1864,2972,21.34
JW1864,2972,21.85
JW1864,2973,21.39
JW1864,2973,21.84
JW1864,2973,24.39
JW1864,2973,22.47
JW1864,2973,18.83
JW1864,2973,22.69
JW1864,2973,20.09
JW1864,2973,23.1
JW1864,2973,20.49
JW1864,2973,20.46
JW1864,2973,19.68
JW1864,2973,20.69
JW1864,2973,20.89
JW1864,2973,21.41
JW1864,2973,22.42
JW1864,2973,20.3
JW1864,2973,21.74
JW1864,2973,20.64
JW1864,2973,21.23
JW1864,2973,22.91
JW1864,2973,22.5
JW1864,2973,19.16
JW1864,2973,22.67
JW1864,2973,21.97
JW1864,2973,21.51
JW1864,2973,20.41
JW1864,2973,20.08
JW1864,2973,20.98
JW1864,2973,21.65
JW1864,2973,20
JW1864,2973,20.47
JW1864,2973,20.67
JW1864,2973,20.22
JW1864,2973,22.97
JW1864,2973,23.13
JW1864,2973,22.62
JW1864,2973,20.14
JW1864,2973,20.4
JW1864,2973,23.68
JW1864,2973,21.04
JW1864,2973,23.07
JW1864,2973,21.32
JW1864,2973,21.05
JW1864,2973,19.71
JW1864,2973,24.05
JW1864,2973,22.68
JW1864,2973,21.27
JW1864,2973,20.06
JW1864,2973,22.52
JW1864,2973,21.76
JW1864,2973,19.02
JW1864,2973,20.77
JW1864,2973,21.49
JW1864,2973,21.46
JW1864,2973,22.85
JW1864,2973,24.37
JW1864,2973,20.51
JW1864,2973,19.66
JW1864,2973,21.11
JW1864,2973,21.47
JW1864,2973,17.25
JW1864,2973,20.09
JW1864,2973,20.8
JW1864,2973,19.3
JW1864,2973,20.66
JW1864,2973,20.6
JW1864,2973,21.83
JW1864,2973,21.85
JW1864,2973,20.76
JW1864,2973,20.01
JW1864,2973,18.88
JW1864,2973,20.58
JW1864,2973,19.03
JW1864,2973,22.47
JW1864,2973,21.88
JW1864,2973,19.16
JW1864,2973,23.59
JW1864,2973,20.99
JW1864,2973,21.35
JW1864,2973,22.54
JW1864,2973,18.29
JW1864,2973,21.38
JW1864,2973,20.88
JW1864,2973,18.69
JW1864,2973,21.92
JW1864,2973,20.05
JW1864,2973,20.01
JW1864,2973,21.38
JW1864,2973,20.06
JW1864,2973,20.48
JW1864,2973,19.26
JW1864,2973,22.71
JW1864,2973,20.58
JW1864,2973,19.05
JW1864,2973,20.54
JW1864,2973,18.78
JW1864,2973,17.02
JW1864,2973,21.84
JW1864,2973,21.84
JW1864,2973,19.67
JW1864,2973,21.5
JW1864,2973,19.45
JW1864,2973,21.15
