Site,Sample,Aperture
KM1057,293,25.07
KM1057,293,24.93
KM1057,293,24.78
KM1057,293,24.71
KM1057,293,24.26
KM1057,293,23.98
KM1057,293,23.96
KM1057,293,23.8
KM1057,293,23.69
KM1057,293,23.67
KM1057,293,23.66
KM1057,293,23.51
KM1057,293,23.44
KM1057,293,23.39
KM1057,293,23.22
KM1057,293,23.19
KM1057,293,23.1
KM1057,293,23.07
KM1057,293,23.05
KM1057,293,22.92
KM1057,293,22.75
KM1057,293,22.71
KM1057,293,22.63
KM1057,293,22.49
KM1057,293,22.4
KM1057,293,22.4
KM1057,293,22.26
KM1057,293,22.24
KM1057,293,22.15
KM1057,293,22.11
KM1057,293,22.04
KM1057,293,21.95
KM1057,293,21.94
KM1057,293,21.94
KM1057,293,21.87
KM1057,293,21.87
KM1057,293,21.86
KM1057,293,21.85
KM1057,293,21.82
KM1057,293,21.77
KM1057,293,21.76
KM1057,293,21.75
KM1057,293,21.71
KM1057,293,21.68
KM1057,293,21.66
KM1057,293,21.57
KM1057,293,21.55
KM1057,293,21.45
KM1057,293,21.36
KM1057,293,21.33
KM1057,293,21.3
KM1057,293,21.22
KM1057,293,21.19
KM1057,293,21.15
KM1057,293,21
KM1057,293,20.97
KM1057,293,20.87
KM1057,293,20.84
KM1057,293,20.79
KM1057,293,20.69
KM1057,293,20.58
KM1057,293,20.39
KM1057,293,20.32
KM1057,293,20.18
KM1057,293,19.66
KM1057,293,19.39
KM1057,293,18.77
KM1057,287,23.64
KM1057,287,27.94
KM1057,287,26.27
KM1057,287,25.82
KM1057,287,25.32
KM1057,287,25.26
KM1057,287,25.23
KM1057,287,24.77
KM1057,287,24.67
KM1057,287,24.59
KM1057,287,24.47
KM1057,287,24.46
KM1057,287,24.46
KM1057,287,24.4
KM1057,287,24.29
KM1057,287,24.14
KM1057,287,24
KM1057,287,23.97
KM1057,287,23.96
KM1057,287,23.91
KM1057,287,23.83
KM1057,287,23.77
KM1057,287,23.76
KM1057,287,23.73
KM1057,287,23.62
KM1057,287,23.62
KM1057,287,23.52
KM1057,287,23.42
KM1057,287,23.4
KM1057,287,23.37
KM1057,287,23.35
KM1057,287,23.32
KM1057,287,23.3
KM1057,287,23.28
KM1057,287,23.27
KM1057,287,23.21
KM1057,287,23.2
KM1057,287,23.18
KM1057,287,23.07
KM1057,287,22.89
KM1057,287,22.88
KM1057,287,22.7
KM1057,287,22.68
KM1057,287,22.63
KM1057,287,22.48
KM1057,287,22.43
KM1057,287,22.42
KM1057,287,22.41
KM1057,287,22.37
KM1057,287,22.32
KM1057,287,22.28
KM1057,287,22.25
KM1057,287,22.25
KM1057,287,22.24
KM1057,287,22.2
KM1057,287,21.97
KM1057,287,21.72
KM1057,287,21.68
KM1057,287,21.67
KM1057,287,21.64
KM1057,287,21.58
KM1057,287,21.42
KM1057,287,21.42
KM1057,287,21.41
KM1057,287,21.37
KM1057,287,21.3
KM1057,287,21.28
KM1057,287,21.24
KM1057,287,21.23
KM1057,287,21.19
KM1057,287,21.14
KM1057,287,21.1
KM1057,287,20.94
KM1057,287,20.82
KM1057,287,20.64
KM1057,287,19.36
KM1057,286,24.01
KM1057,286,26.95
KM1057,286,26.9
KM1057,286,26.3
KM1057,286,26.15
KM1057,286,25.9
KM1057,286,25.87
KM1057,286,25.85
KM1057,286,25.61
KM1057,286,25.54
KM1057,286,25.52
KM1057,286,25.5
KM1057,286,25.4
KM1057,286,25.2
KM1057,286,24.96
KM1057,286,24.94
KM1057,286,24.91
KM1057,286,24.89
KM1057,286,24.82
KM1057,286,24.71
KM1057,286,24.67
KM1057,286,24.64
KM1057,286,24.5
KM1057,286,24.39
KM1057,286,24.34
KM1057,286,24.14
KM1057,286,24.1
KM1057,286,24.05
KM1057,286,24.01
KM1057,286,24
KM1057,286,23.93
KM1057,286,23.9
KM1057,286,23.88
KM1057,286,23.75
KM1057,286,23.73
KM1057,286,23.73
KM1057,286,23.7
KM1057,286,23.68
KM1057,286,23.65
KM1057,286,23.6
KM1057,286,23.57
KM1057,286,23.57
KM1057,286,23.49
KM1057,286,23.49
KM1057,286,23.48
KM1057,286,23.43
KM1057,286,23.42
KM1057,286,23.41
KM1057,286,23.21
KM1057,286,23.12
KM1057,286,23.07
KM1057,286,23
KM1057,286,22.9
KM1057,286,22.86
KM1057,286,22.8
KM1057,286,22.79
KM1057,286,22.73
KM1057,286,22.69
KM1057,286,22.66
KM1057,286,22.62
KM1057,286,22.58
KM1057,286,22.55
KM1057,286,22.54
KM1057,286,22.54
KM1057,286,22.48
KM1057,286,22.42
KM1057,286,22.33
KM1057,286,22.29
KM1057,286,22.26
KM1057,286,22.2
KM1057,286,22.14
KM1057,286,22.05
KM1057,286,21.98
KM1057,286,21.97
KM1057,286,21.89
KM1057,286,21.87
KM1057,286,21.84
KM1057,286,21.84
KM1057,286,21.81
KM1057,286,21.78
KM1057,286,21.59
KM1057,286,21.49
KM1057,286,21.32
KM1057,286,21.31
KM1057,286,21.17
KM1057,286,21.1
KM1057,286,21.06
KM1057,286,21.06
KM1057,286,21.05
KM1057,286,20.92
KM1057,286,20.89
KM1057,286,20.76
KM1057,286,20.74
KM1057,286,20.64
KM1057,286,20.61
KM1057,286,20.42
KM1057,286,19.97
KM1057,286,19.85
KM1057,285,27.58
KM1057,285,26.89
KM1057,285,26.16
KM1057,285,26.04
KM1057,285,25.06
KM1057,285,25
KM1057,285,24.76
KM1057,285,24.69
KM1057,285,24.6
KM1057,285,24.52
KM1057,285,24.49
KM1057,285,24.43
KM1057,285,24.37
KM1057,285,24.21
KM1057,285,24.15
KM1057,285,24.15
KM1057,285,24.14
KM1057,285,24.12
KM1057,285,24.07
KM1057,285,24.07
KM1057,285,24.06
KM1057,285,24.05
KM1057,285,24.02
KM1057,285,23.98
KM1057,285,23.86
KM1057,285,23.86
KM1057,285,23.8
KM1057,285,23.77
KM1057,285,23.63
KM1057,285,23.6
KM1057,285,23.6
KM1057,285,23.55
KM1057,285,23.53
KM1057,285,23.52
KM1057,285,23.51
KM1057,285,23.5
KM1057,285,23.42
KM1057,285,23.36
KM1057,285,23.3
KM1057,285,23.23
KM1057,285,23.16
KM1057,285,23.15
KM1057,285,23.14
KM1057,285,23.13
KM1057,285,23.13
KM1057,285,23.13
KM1057,285,23.1
KM1057,285,23.08
KM1057,285,23.07
KM1057,285,22.99
KM1057,285,22.96
KM1057,285,22.91
KM1057,285,22.88
KM1057,285,22.87
KM1057,285,22.83
KM1057,285,22.82
KM1057,285,22.77
KM1057,285,22.73
KM1057,285,22.71
KM1057,285,22.68
KM1057,285,22.65
KM1057,285,22.64
KM1057,285,22.64
KM1057,285,22.61
KM1057,285,22.56
KM1057,285,22.54
KM1057,285,22.52
KM1057,285,22.52
KM1057,285,22.51
KM1057,285,22.51
KM1057,285,22.5
KM1057,285,22.49
KM1057,285,22.38
KM1057,285,22.35
KM1057,285,22.32
KM1057,285,22.31
KM1057,285,22.28
KM1057,285,22.27
KM1057,285,22.27
KM1057,285,22.23
KM1057,285,22.21
KM1057,285,22.16
KM1057,285,22.15
KM1057,285,21.91
KM1057,285,21.86
KM1057,285,21.83
KM1057,285,21.78
KM1057,285,21.74
KM1057,285,21.73
KM1057,285,21.71
KM1057,285,21.68
KM1057,285,21.63
KM1057,285,21.61
KM1057,285,21.61
KM1057,285,21.6
KM1057,285,21.59
KM1057,285,21.57
KM1057,285,21.55
KM1057,285,21.55
KM1057,285,21.54
KM1057,285,21.45
KM1057,285,21.43
KM1057,285,21.42
KM1057,285,21.41
KM1057,285,21.35
KM1057,285,21.33
KM1057,285,21.25
KM1057,285,21.23
KM1057,285,21.19
KM1057,285,21.19
KM1057,285,21.17
KM1057,285,21.16
KM1057,285,21.15
KM1057,285,21.07
KM1057,285,21.05
KM1057,285,21
KM1057,285,20.94
KM1057,285,20.94
KM1057,285,20.89
KM1057,285,20.63
KM1057,285,20.54
KM1057,285,20.51
KM1057,285,20.43
KM1057,285,20.29
KM1057,285,20.25
KM1057,285,20.16
KM1057,285,20.15
KM1057,285,20.05
KM1057,285,19.92
KM1057,285,19.91
KM1057,285,18.67
KM1057,284,23.09
KM1057,284,26.14
KM1057,284,25.63
KM1057,284,25.59
KM1057,284,25.54
KM1057,284,25.5
KM1057,284,25.47
KM1057,284,25.39
KM1057,284,25.17
KM1057,284,25.07
KM1057,284,25.05
KM1057,284,24.99
KM1057,284,24.91
KM1057,284,24.85
KM1057,284,24.81
KM1057,284,24.74
KM1057,284,24.72
KM1057,284,24.69
KM1057,284,24.6
KM1057,284,24.59
KM1057,284,24.57
KM1057,284,24.48
KM1057,284,24.46
KM1057,284,24.39
KM1057,284,24.36
KM1057,284,24.31
KM1057,284,24.31
KM1057,284,24.12
KM1057,284,24.01
KM1057,284,23.95
KM1057,284,23.95
KM1057,284,23.93
KM1057,284,23.92
KM1057,284,23.88
KM1057,284,23.86
KM1057,284,23.81
KM1057,284,23.78
KM1057,284,23.76
KM1057,284,23.75
KM1057,284,23.71
KM1057,284,23.71
KM1057,284,23.67
KM1057,284,23.65
KM1057,284,23.63
KM1057,284,23.6
KM1057,284,23.52
KM1057,284,23.5
KM1057,284,23.5
KM1057,284,23.46
KM1057,284,23.4
KM1057,284,23.35
KM1057,284,23.29
KM1057,284,23.25
KM1057,284,23.24
KM1057,284,23.22
KM1057,284,23.15
KM1057,284,23.06
KM1057,284,23.02
KM1057,284,23
KM1057,284,22.99
KM1057,284,22.98
KM1057,284,22.95
KM1057,284,22.88
KM1057,284,22.87
KM1057,284,22.84
KM1057,284,22.79
KM1057,284,22.79
KM1057,284,22.78
KM1057,284,22.78
KM1057,284,22.77
KM1057,284,22.62
KM1057,284,22.6
KM1057,284,22.58
KM1057,284,22.47
KM1057,284,22.46
KM1057,284,22.45
KM1057,284,22.45
KM1057,284,22.45
KM1057,284,22.44
KM1057,284,22.33
KM1057,284,22.29
KM1057,284,22.28
KM1057,284,22.28
KM1057,284,22.22
KM1057,284,22.16
KM1057,284,22.07
KM1057,284,22
KM1057,284,22
KM1057,284,21.98
KM1057,284,21.97
KM1057,284,21.9
KM1057,284,21.9
KM1057,284,21.86
KM1057,284,21.8
KM1057,284,21.79
KM1057,284,21.77
KM1057,284,21.73
KM1057,284,21.67
KM1057,284,21.65
KM1057,284,21.54
KM1057,284,21.44
KM1057,284,21.4
KM1057,284,21.28
KM1057,284,21.21
KM1057,284,21.16
KM1057,284,21.14
KM1057,284,21.12
KM1057,284,20.94
KM1057,284,20.78
KM1057,284,20.69
KM1057,284,20.61
KM1057,284,20.58
KM1057,284,20.36
KM1057,283,22.46
KM1057,283,22.4
KM1057,283,20.52
KM1057,283,21.71
KM1057,283,18.97
KM1057,283,20.77
KM1057,283,22.43
KM1057,283,21.49
KM1057,283,23.46
KM1057,283,23.58
KM1057,283,23.99
KM1057,283,22.06
KM1057,283,20.62
KM1057,283,23.42
KM1057,283,21.11
KM1057,283,22.63
KM1057,283,20.64
KM1057,283,24.46
KM1057,283,22.53
KM1057,283,21.66
KM1057,283,22.18
KM1057,283,21.33
KM1057,283,21.7
KM1057,283,24.67
KM1057,283,23.42
KM1057,283,24.41
KM1057,283,22.46
KM1057,283,23.26
KM1057,283,23.23
KM1057,283,22.26
KM1057,283,22.32
KM1057,283,22.63
KM1057,283,23.13
KM1057,283,21.18
KM1057,283,19.98
KM1057,283,20.31
KM1057,283,22.8
KM1057,283,20.23
KM1057,283,21.89
KM1057,283,22.97
KM1057,283,21.9
KM1057,283,24.43
KM1057,283,23.21
KM1057,283,23.75
KM1057,283,26.02
KM1057,283,21.82
KM1057,283,23.93
KM1057,283,21.87
KM1057,283,25.36
KM1057,283,24.65
KM1057,283,21.37
KM1057,283,22.86
KM1057,283,20.65
KM1057,283,23.24
KM1057,283,23.88
KM1057,283,24.1
KM1057,283,23.54
KM1057,283,22.35
KM1057,283,20.75
KM1057,283,20.58
KM1057,283,23.22
KM1057,283,21.59
KM1057,283,23.74
KM1057,283,21.89
KM1057,283,23.68
KM1057,283,21.32
KM1057,283,21.92
KM1057,283,20.64
KM1057,283,23.03
KM1057,283,23.7
KM1057,283,22.67
KM1057,283,23.96
KM1057,283,23.01
KM1057,283,19.18
KM1057,283,20.8
KM1057,283,21.47
KM1057,283,20.02
KM1057,283,23.21
KM1057,283,25.05
KM1057,283,22.42
KM1057,283,20.59
KM1057,283,23.99
KM1057,283,23.62
KM1057,283,21.77
KM1057,283,20.49
KM1057,283,21.56
KM1057,283,22.46
KM1057,283,20.41
KM1057,283,23.58
KM1057,283,23.84
KM1057,283,20.32
KM1057,283,22.49
KM1057,283,21.93
KM1057,283,23.97
KM1057,283,21.77
KM1057,283,20.54
KM1057,283,23.44
KM1057,283,21.75
KM1057,283,22.4
KM1057,283,22.33
KM1057,283,25.59
KM1057,283,22.25
KM1057,283,25.26
KM1057,283,22.47
KM1057,283,20.43
KM1057,283,23.66
KM1057,283,23.46
KM1057,283,24.74
KM1057,283,24.51
KM1057,283,22.42
KM1057,283,21.69
KM1057,283,18.9
KM1057,283,22.89
KM1057,283,22.23
KM1057,283,21.67
KM1057,283,21.41
KM1057,283,18.85
KM1057,283,21.99
KM1057,283,23.7
KM1057,283,21.15
KM1057,283,23.42
KM1057,283,23.4
KM1057,283,20.71
KM1057,283,22.32
KM1057,283,21.33
KM1057,283,21.33
KM1057,283,21.36
KM1057,283,23.18
KM1057,283,22.85
KM1057,283,25.02
KM1057,283,21.62
KM1057,283,23.27
KM1057,283,22.86
KM1057,283,22.7
KM1057,283,19.65
KM1057,283,22.31
KM1057,283,21.92
KM1057,283,22.99
KM1057,283,20.78
KM1057,283,22.62
KM1057,282,24.99
KM1057,282,19.76
KM1057,282,20.34
KM1057,282,20.59
KM1304,899,22.04
KM1304,899,22.62
KM1304,899,20.98
KM1304,899,20.06
KM1304,899,24.12
KM1304,899,21.61
KM1304,899,20.65
KM1304,899,22.32
KM1304,899,22.01
KM1304,899,23.05
KM1304,899,20.36
KM1304,899,19.32
KM1304,899,22.02
KM1304,899,19.59
KM1304,899,19.33
KM1304,899,22.38
KM1304,899,21.23
KM1304,899,19.38
KM1304,899,22.32
KM1304,899,21.73
KM1304,899,25.15
KM1304,899,27.61
KM1304,899,20.58
KM1304,899,23.64
KM1304,899,18.45
KM1304,899,23.72
KM1304,899,22.37
KM1304,899,23.07
KM1304,899,25.96
KM1304,899,22.77
KM1304,899,23.67
KM1304,899,19.96
KM1304,899,21.21
KM1304,899,22.78
KM1304,899,19.29
KM1304,899,19.43
KM1304,899,21.68
KM1304,899,20.32
KM1304,899,22.91
KM1304,899,20.97
KM1307,902,22.04
KM1307,902,22.87
KM1307,902,24.62
KM1307,902,25.37
KM1307,902,19.11
KM1307,902,24.02
KM1307,902,26.07
KM1307,902,22.6
KM1307,902,23.64
KM1307,902,22.24
KM1307,902,22.27
KM1307,902,23.49
KM1307,902,21.3
KM1307,902,23.16
KM1307,902,22.68
KM1307,902,23.96
KM1307,902,23.28
KM1307,902,19.63
KM1307,902,24.93
KM1307,902,23.46
KM1307,902,22.81
KM1307,902,23.32
KM1307,902,21.65
KM1307,902,21.23
KM1307,902,21.53
KM1307,902,20.3
KM1307,902,24.56
KM1307,902,22.88
KM1307,902,21.91
KM1313,906,25.58
KM1313,906,21.88
KM1313,906,22.69
KM1313,906,20.34
KM1313,906,24.82
KM1313,906,23.88
KM1313,906,24.48
KM1313,906,20.93
KM1313,906,23.63
KM1313,906,22.31
KM1313,906,22.33
KM1313,906,21.82
KM1313,906,21.02
KM1313,906,22.46
KM1313,906,26.97
KM1313,906,22.92
KM1313,906,22.41
KM1313,906,24.41
KM1313,906,22.8
KM1313,906,21.3
KM1313,906,21.07
KM1313,906,21.98
KM1313,906,22.63
KM1313,906,21.61
KM1313,906,23.06
KM1313,906,20.31
KM1313,908,23.67
KM1313,908,24.1
KM1313,908,24.85
KM1313,908,22.78
KM1313,908,25.03
KM1313,908,23.09
KM1313,908,24.21
KM1313,908,22.88
KM1313,908,24.56
KM1313,908,22.16
KM1313,908,20.9
KM1313,908,24.16
KM1313,908,23.21
KM1313,908,20.71
KM1313,908,21.06
KM1313,908,22.39
KM1313,908,23.29
KM1313,908,21.9
KM1313,908,21.72
KM1313,908,22.31
KM1313,908,21.56
KM1313,908,28.65
KM1313,908,21.95
KM1313,908,24.73
KM1313,908,22.9
KM1313,908,24.4
KM1313,908,22.56
KM1313,908,23.26
KM1313,908,23.97
KM1313,908,23.65
KM1313,908,23.29
KM1313,908,23.99
KM1313,908,25.12
KM1313,908,23.28
KM1313,908,23.76
KM1313,908,24.35
KM1313,908,23.78
KM1313,908,20.01
KM1313,908,24.62
KM1313,908,22.13
KM1313,908,25.2
KM1313,908,27
KM1313,908,25.01
KM1313,908,22.6
KM1313,908,22.26
KM1313,908,25.37
KM1313,908,24.86
KM1313,908,24.28
KM1313,908,23.74
KM1313,908,23.71
KM1313,908,23.77
KM1313,908,23.18
KM1313,908,24.12
KM1313,908,24.05
KM1313,908,22.26
KM1313,908,21.79
KM1313,908,23.98
KM1313,908,21.28
KM1313,908,21.25
KM1313,908,23.33
KM1313,908,22
KM1313,908,24.87
KM1313,908,24.47
KM1313,908,25.49
KM1313,908,24.85
KM1313,908,23.01
KM1313,908,25.68
KM1313,908,22.7
KM1313,908,23.83
KM1313,908,24.72
KM1313,908,25.18
KM1313,908,25.37
KM1313,908,22.84
KM1313,908,21.28
KM1313,908,22.56
KM1313,908,25.2
KM1313,908,20.58
KM1313,908,21.72
KM1313,908,24.97
KM1313,908,23.82
KM1313,908,26.03
KM1313,908,20.33
KM1313,908,25.7
KM1313,908,20.43
KM1313,908,23.52
KM1313,908,20.19
KM1313,908,27.5
KM1313,908,22.51
KM1313,908,27.14
KM1313,908,22.67
KM1313,908,24.37
KM1313,908,23.68
KM1313,908,23.9
KM1313,908,23.8
KM1313,908,21.81
KM1313,908,24.18
KM1313,908,26.33
KM1313,908,21.79
KM1313,908,21.24
KM1313,908,23.82
KM1313,908,23.48
KM1313,908,19.18
KM1313,908,24.67
KM1313,908,23.84
KM1313,908,24.05
KM1313,908,23.25
KM1313,908,23.15
KM1313,908,20.27
KM1313,908,25.35
KM1313,908,24.53
KM1313,908,22.63
KM1313,908,25.16
KM1313,908,24.84
KM1313,908,22.03
KM1313,908,22.36
KM1313,908,22.15
KM1313,908,19.37
KM1313,908,22.04
KM1313,908,21.22
KM1313,908,22.79
KM1313,908,21
KM1313,908,22.43
KM1313,908,22.86
KM1313,908,21.12
KM1313,908,24.37
KM1317,910,22.56
KM1317,910,20.32
KM1317,910,22.99
KM1317,910,25.55
KM1317,910,23.8
KM1317,910,22.4
KM1317,910,23.76
KM1317,910,26.31
KM1317,910,22.94
KM1317,910,22.48
KM1317,910,23.45
KM1317,910,21.87
KM1317,910,22.75
KM1317,910,20.47
KM1317,910,22.81
KM1317,910,19.93
KM1317,910,24.56
KM1317,910,22.88
KM1317,910,22.62
KM1317,910,22.98
KM1317,910,22.16
KM1317,910,22.84
KM1317,910,24.35
KM1317,910,22.71
KM1317,910,23.41
KM1317,910,19.78
KM1317,910,24.84
KM1317,910,24.35
KM1317,910,23.15
KM1317,910,21.62
KM1317,910,22.7
KM1317,910,23.07
KM1317,910,21.9
KM1317,910,21.11
KM1317,910,24.77
KM1317,910,24.88
KM1317,910,21.29
KM1317,910,21.09
KM1317,910,22.93
KM1317,910,22.14
KM1317,910,23.22
KM1317,910,23.19
KM1317,910,23.53
KM1317,910,22.46
KM1317,910,20.56
KM1317,910,23.52
KM1317,910,26.44
KM1317,910,21.58
KM1317,910,23.62
KM1317,910,19.83
KM1317,910,23.3
KM1317,910,22.73
KM1317,910,24.58
KM1317,910,24.54
KM1317,910,23.01
KM1317,910,22.05
KM1317,910,23.19
KM1317,910,22.49
KM1317,910,21.05
KM1328,915,29.82
KM1328,915,21.81
KM1328,915,25.18
KM1328,915,23.81
KM1328,915,23.64
KM1328,915,23.74
KM1328,915,25.52
KM1328,915,24.35
KM1328,915,23.67
KM1328,915,20.07
KM1328,915,22.93
KM1328,915,28.81
KM1328,915,21.66
KM1328,915,23.64
KM1328,915,23.77
KM1328,915,23.13
KM1328,915,21.36
KM1328,915,23.89
KM1328,915,21.26
KM1328,915,23.81
KM1328,915,23.09
KM1328,915,24.55
KM1328,915,23.58
KM1328,915,24.83
KM1328,915,26.83
KM1328,915,22.37
KM1328,915,23.69
KM1328,915,19.66
KM1328,915,23.52
KM1328,915,23.08
KM1328,915,21.28
KM1328,915,25.06
KM1328,915,24.26
KM1328,915,26.19
KM1328,915,24.13
KM1328,915,22.84
KM1328,915,22.05
KM1328,915,19.58
KM1328,915,24.33
KM1328,915,25.37
KM1328,915,22.63
KM1328,915,21.51
KM1328,915,22.64
KM1328,915,23.51
KM1328,915,21.39
KM1328,915,23.13
KM1328,915,27.87
KM1328,915,20.11
KM1328,915,25.73
KM1328,915,28.32
KM1328,915,26.08
KM1328,915,22.84
KM1328,915,20.06
KM1328,915,19.94
KM1328,915,22.64
KM1328,915,19.33
KM1328,915,24.07
KM1328,915,24.69
KM1328,915,19.47
KM1328,915,25.37
KM1328,915,27.51
KM1328,915,20.06
KM1328,915,25.95
KM1328,915,24.79
KM1328,915,21.96
KM1328,915,19.1
KM1328,915,23.86
KM1328,915,20.05
KM1328,915,21.32
KM1330,918,21.57
KM1330,918,26.06
KM1330,918,25.99
KM1330,918,25.47
KM1330,918,25.1
KM1330,918,24.84
KM1330,918,24.57
KM1330,918,24.46
KM1330,918,24.33
KM1330,918,24.32
KM1330,918,24.3
KM1330,918,24.09
KM1330,918,23.95
KM1330,918,23.91
KM1330,918,23.89
KM1330,918,23.79
KM1330,918,23.74
KM1330,918,23.52
KM1330,918,23.49
KM1330,918,23.32
KM1330,918,23.31
KM1330,918,23.21
KM1330,918,23.12
KM1330,918,23.04
KM1330,918,23.03
KM1330,918,22.99
KM1330,918,22.98
KM1330,918,22.94
KM1330,918,22.9
KM1330,918,22.82
KM1330,918,22.5
KM1330,918,22.47
KM1330,918,22.1
KM1330,918,22.05
KM1330,918,21.99
KM1330,918,21.87
KM1330,918,21.82
KM1330,918,21.67
KM1330,918,21.47
KM1330,918,21.25
KM1330,918,20.58
KM1330,918,20.04
KM1330,918,20.03
KM1335,920,21.85
KM1335,920,22.01
KM1335,920,21.38
KM1335,920,20.39
KM1335,920,21.4
KM1335,920,21.97
KM1335,920,24.26
KM1335,920,23.19
KM1335,920,22.89
KM1335,920,22.86
KM1335,920,23.86
KM1335,920,24.72
KM1335,920,23.91
KM1335,920,19.08
KM1335,920,22.53
KM1335,920,23.52
KM1335,920,22.1
KM1335,920,24.33
KM1335,920,24.45
KM1335,920,23.73
KM1335,920,21.28
KM1335,920,22.11
KM1335,920,20.3
KM1335,920,21.97
KM1335,920,24.9
KM1335,920,27.12
KM1335,920,20.04
KM1335,920,24.35
KM1335,920,24.26
KM1335,920,21.42
KM1335,920,24.23
KM1335,920,25.74
KM1335,920,20.39
KM1335,920,23.03
KM1335,920,23.08
KM1335,920,22.58
KM1335,920,23.79
KM1335,920,25.96
KM1335,920,22.46
KM1335,920,22.75
KM1335,920,25.54
KM1335,920,24.29
KM1335,920,22.04
KM1335,920,21.45
KM1335,920,22.46
KM1335,920,25.05
KM1335,920,22.32
KM1335,920,22.49
KM1335,920,24.75
KM1335,920,17.04
KM1335,920,23.42
KM1335,920,20.63
KM1335,920,25.18
KM1335,920,21.03
KM1335,920,24.22
KM1335,920,22.54
KM1335,920,22.54
KM1335,920,26.38
KM1335,920,26.71
KM1335,920,26.87
KM1335,920,20.66
KM1335,920,23.21
KM1335,920,22.55
KM1335,920,24.08
KM1335,920,22.18
KM1335,920,22.81
KM1335,920,25.18
KM1335,920,24.35
KM1335,920,23.54
KM1336,923,25.73
KM1336,923,21.33
KM1336,923,23.55
KM1336,923,24.75
KM1336,923,19.99
KM1336,923,23.05
KM1336,923,23.74
KM1336,923,23.48
KM1336,923,23.63
KM1336,923,20.3
KM1336,923,26.19
KM1336,923,23.41
KM1336,923,24.05
KM1336,923,24.42
KM1336,923,23.22
KM1336,923,23.53
KM1336,923,22.5
KM1336,923,23.26
KM1336,923,24.84
KM1336,923,25.18
KM1336,923,20.37
KM1336,923,23.27
KM1336,923,21.52
KM1336,923,22.82
KM1336,923,23.27
KM1336,923,23.49
KM1336,923,22.54
KM1336,923,23.09
KM1336,923,21.28
KM1336,923,25.03
KM1336,923,24.44
KM1336,923,22.36
KM1336,923,19.85
KM1336,923,23.12
KM1336,923,22.01
KM1336,923,21.54
KM1336,923,20.76
KM1336,923,23.7
KM1336,923,23.12
KM1336,923,22.63
KM1336,923,23.09
KM1336,923,21.2
KM1336,923,23.19
KM1336,923,24.89
KM1336,923,22.28
KM1336,923,19.5
KM1336,923,20.93
KM1336,923,23.55
KM1336,923,22.42
KM1336,923,23.74
KM1336,923,22.6
KM1336,923,23.66
KM1336,923,24.37
KM1336,923,24.13
KM1336,923,21.35
KM1336,923,22.01
KM1336,923,22.18
KM1336,923,24.08
KM1336,923,21.86
KM1336,923,23.71
KM1336,923,22.95
KM1336,923,22.2
KM1336,923,20.65
KM1336,923,20.89
JW1705,2754,22.56
JW1705,2755,20.17
JW1705,2755,20.22
JW1705,2755,23.57
JW1705,2755,22.29
JW1705,2755,21.13
JW1705,2755,23
JW1705,2755,21.51
JW1705,2755,20.21
JW1705,2755,22.19
JW1705,2755,23.42
JW1705,2755,22.58
JW1705,2755,21.29
JW1705,2755,20.53
JW1705,2755,22.02
JW1705,2755,23.22
JW1705,2755,21.21
JW1705,2755,23
JW1705,2755,22.79
JW1705,2755,20.88
JW1705,2755,24.53
JW1705,2755,23.36
JW1705,2755,20.1
JW1705,2755,23.39
JW1705,2755,23.07
JW1705,2755,20.44
JW1705,2755,21.35
JW1705,2755,22.32
JW1705,2755,20.02
JW1705,2755,21.37
JW1705,2755,23.01
JW1705,2755,21.42
JW1705,2755,19.14
JW1705,2755,19.43
JW1705,2755,21.13
JW1705,2755,20.55
JW1705,2755,20.64
JW1705,2755,20.75
JW1705,2755,21.07
JW1705,2755,20.06
JW1705,2755,21.31
JW1705,2755,18.31
JW1705,2755,20.95
JW1705,2755,20.63
JW1705,2755,20.39
JW1705,2755,22.21
JW1705,2755,20.18
JW1705,2756,23.04
JW1705,2756,22.26
JW1705,2756,21.64
JW1705,2756,23.57
JW1705,2756,22.02
JW1705,2756,24.14
JW1705,2756,23.17
JW1705,2756,20.76
JW1705,2756,22.4
JW1705,2756,23.15
JW1705,2756,21.12
JW1705,2756,23.73
JW1705,2756,20.15
JW1705,2756,22.4
JW1705,2756,21.21
JW1705,2756,24.38
JW1705,2756,24.06
JW1705,2756,22.97
JW1705,2756,21.71
JW1705,2756,22.31
JW1705,2756,21.72
JW1705,2756,24.33
JW1705,2756,22.51
JW1705,2756,22.67
JW1705,2756,22.76
JW1705,2756,23.15
JW1705,2756,22.82
JW1705,2756,22.95
JW1705,2756,21.17
JW1705,2756,22.36
JW1705,2756,23.55
JW1705,2756,22.12
JW1705,2756,21.89
JW1705,2756,22.63
JW1705,2756,23.87
JW1705,2756,21.71
JW1705,2756,23.68
JW1705,2756,21.42
JW1705,2756,23.08
JW1705,2756,21.59
JW1705,2756,22.39
JW1705,2756,21.2
JW1705,2756,23.28
JW1705,2756,23.82
JW1705,2756,19.54
JW1705,2756,21.19
JW1705,2756,20.48
JW1705,2756,23.49
JW1705,2756,22.79
JW1705,2756,21.53
JW1705,2756,21.11
JW1705,2756,24.15
JW1705,2756,25.69
JW1705,2756,22.32
JW1705,2756,20.6
JW1705,2756,22.74
JW1705,2756,21.54
JW1705,2756,25.58
JW1705,2756,23.97
JW1705,2756,23.35
JW1705,2756,21.18
JW1705,2756,23.05
JW1705,2756,21.59
JW1705,2756,24.62
